index,DISTRICT_NAME,BLOCK_NAME,SANCTION_YEAR,IMS_PACKAGE_ID,IMS_ROAD_NAME,IMS_PAV_LENGTH,NQM_INSP_COUNT,NQM_GRADE,SQM_INSP_COUNT1,SQM_GRADE,DISCREPANCY,GRADE_DIFFER,INS_DIFFER,DISCREPANCY_LEVEL,DISCREPANCY_S
2051,Nalanda,Asthawan,2016-2017,BR24R299,L024-Asthawan-Andi Road to Gaphur Bigha (VR11) ,0.91,0,3,1,0,0,3,1,0.0,0.0
2052,Nalanda,Asthawan,2016-2017,BR24R300,L071-T01 to Jharhaper (VR43) ,1.01,0,3,1,1,0,2,1,0.0,0.0
2054,Nalanda,Asthawan,2019-2020,BR24P2R-02,T02-Jiraian se Bhikhni Bigha Molna Bigha onda Hote Huye Nehru ,7.7,0,3,1,1,0,2,1,0.0,0.0
2055,Nalanda,Asthawan,2020-2021,BR24P3R01,MRL01-ASTHAWAN BAZAR TO DHARAHRA VIA DESNA ANDI,5.005,0,3,3,1,0,2,3,0.0,0.0
2056,Nalanda,Asthawan,2020-2021,BR24P3R02,MRL01-ASTHAWAN BAZAR TO DHARAHRA VIA DESNA ANDI,0.0,0,3,2,1,0,2,2,0.0,0.0
2057,Nalanda,Asthawan,2020-2021,BR24P3R03,MRL01-ASTHAWAN BAZAR TO DHARAHRA VIA DESNA ANDI,0.0,0,3,2,1,0,2,2,0.0,0.0
2058,Nalanda,Asthawan,2020-2021,BR24P3R04,MRL01-ASTHAWAN BAZAR TO DHARAHRA VIA DESNA ANDI,0.0,0,3,2,1,0,2,2,0.0,0.0
2059,Nalanda,Asthawan,2020-2021,BR24P3R05,MRL01-ASTHAWAN BAZAR TO DHARAHRA VIA DESNA ANDI,0.0,0,3,2,1,0,2,2,0.0,0.0
2060,Nalanda,Bihar Sharif,2016-2017,BR24R270,L043-NH-82 to Meghi (VR29) ,1.11,0,3,1,1,0,2,1,0.0,0.0
2061,Nalanda,Bihar Sharif,2016-2017,BR24R272,L063-L028A to Bilaspur (VR49) ,1.385,0,3,1,1,0,2,1,0.0,0.0
2062,Nalanda,Bihar Sharif,2016-2017,BR24R273,L022-NH-82 to Mohiudinpur (VR7) ,1.11,0,3,1,1,0,2,1,0.0,0.0
2063,Nalanda,Bihar Sharif,2016-2017,BR24R275,L032-Mahalpar-Tetrawan Rd. To Alaudia (VR18) ,0.85,0,3,1,0,0,3,1,0.0,0.0
2064,Nalanda,Bihar Sharif,2016-2017,BR24R276,L036-L036 to Chhato (VR23) ,0.87,0,3,1,0,0,3,1,0.0,0.0
2065,Nalanda,Bihar Sharif,2016-2017,BR24R301,L027-Tiuri To Ghaspur (VR52) ,0.953,0,3,1,1,0,2,1,0.0,0.0
2066,Nalanda,Bihar Sharif,2016-2017,BR24R302,L035-L029A TO Baijnathpur (VR22) ,1.628,0,3,1,1,0,2,1,0.0,0.0
2067,Nalanda,Bihar Sharif,2017-2018,BR24R321,L029-L029A To Gonawan (VR17) ,2.278,0,3,1,1,0,2,1,0.0,0.0
2068,Nalanda,Bihar Sharif,2017-2018,BR24R324,L056-NH-82 To Korai (VR42) ,1.11,0,3,1,0,0,3,1,0.0,0.0
2069,Nalanda,Bihar Sharif,2019-2020,BR24P2R-03,T03-NH-31 TO HARGAWAN VIA PAWA PATH,7.2,0,3,2,1,0,2,2,0.0,0.0
2070,Nalanda,Bihar Sharif,2019-2020,BR24P2R-04,T02-NH - 31 sipah Than ke Bagal se Papernausha Bhaya Jorarpur ,5.5,0,3,1,1,0,2,1,0.0,0.0
2071,Nalanda,Bihar Sharif,2020-2021,BR24P3R06,MRL14-NH-82 TO JAMALICHAK MORE VIA SHYAMNAGAR ,5.39,0,3,3,1,0,2,3,0.0,0.0
2072,Nalanda,Bihar Sharif,2020-2021,BR24P3R07,MRL06-MANI RAM AKHARA TO KALYANPUR ,5.298,0,3,3,1,0,2,3,0.0,0.0
2073,Nalanda,Bihar Sharif,2020-2021,BR24P3R08,MRL06-MANI RAM AKHARA TO KALYANPUR,0.0,0,3,2,1,0,2,2,0.0,0.0
2074,Nalanda,Bind,2017-2018,BR24R325,L062-L061 to Rajopur (VR41) ,1.0,0,3,1,0,0,3,1,0.0,0.0
2076,Nalanda,Chandi,2012-2013,BR-24R-081,HARNAUT BIHAR ROAD T05 - AROUT,1.26,0,3,1,0,0,3,1,0.0,0.0
2077,Nalanda,Chandi,2016-2017,BR24R303,L151-Chandi Harnaut Road To Hanuman Garh (VR151) ,0.982,0,3,1,0,0,3,1,0.0,0.0
2078,Nalanda,Chandi,2016-2017,BR24R318,L157-Bahadurpur To Ganga Bigha (VR157) ,0.0,0,3,1,1,0,2,1,0.0,0.0
2079,Nalanda,Chandi,2017-2018,BR24R322,L091-Salepur Sirnama Road  L 045 To Lakhmi Bigha (VR91) ,1.73,0,3,1,0,0,3,1,0.0,0.0
2080,Nalanda,Chandi,2020-2021,BR24P3R10,MRL17-MADHOPUR CHANDI RCD ROAD TO NARSANDA GANJPAR VIA JALALPUR BADARWALI,0.0,0,3,1,1,0,2,1,0.0,0.0
2081,Nalanda,Chandi,2020-2021,BR24P3R11,MRL19-LALGANJ MORE TO RAJABAD,0.0,0,3,2,1,0,2,2,0.0,0.0
2083,Nalanda,Chandi,2020-2021,BR24P3R13,MRL15-GOPALPUR HARPUR PMGSY ROAD TO DWARIKA BIGHA VIA MURLA BIGHA ,5.97,0,3,3,1,0,2,3,0.0,0.0
2084,Nalanda,Chandi,2020-2021,BR24P3R14,MRL04-CHANDI DANIYAWAN ROAD DHARAMPUR MORE TO SINDURA VIA MAHKAR,7.2,0,3,3,1,0,2,3,0.0,0.0
2087,Nalanda,Ekangarsarai,2016-2017,BR24R284,L093-Ekangarhilsa T 01 to Kharjama (TRACK50) ,0.925,0,3,1,1,0,2,1,0.0,0.0
2088,Nalanda,Ekangarsarai,2016-2017,BR24R285,L027-Eakangar Biharsharif road T02 to Atram Chak (TRACK13) ,0.6,0,3,1,1,0,2,1,0.0,0.0
2089,Nalanda,Ekangarsarai,2016-2017,BR24R286,L092-Ekangarsarai brahm sthan T02 to Dulari bigha (TRACK42) ,1.125,0,3,1,1,0,2,1,0.0,0.0
2090,Nalanda,Ekangarsarai,2016-2017,BR24R287,L070-T04 to Dhangaon (TRACK31) ,1.2,0,3,1,1,0,2,1,0.0,0.0
2091,Nalanda,Ekangarsarai,2016-2017,BR24R288,L100-Gomhar Aungari path to Mohammadpur middle school (VR9) ,2.55,0,3,1,0,0,3,1,0.0,0.0
2092,Nalanda,Ekangarsarai,2016-2017,BR24R289,L096-T02 to Dalorbigha (VR7) ,2.25,0,3,2,0,0,3,2,0.0,0.0
2093,Nalanda,Ekangarsarai,2017-2018,BR24R326,L095-T 02 to Bala bigha (TRACK52) ,1.2,0,3,1,0,0,3,1,0.0,0.0
2094,Nalanda,Ekangarsarai,2017-2018,BR24R327,L097-T02 to Badki dhawa (TRACK54) ,0.75,0,3,1,1,0,2,1,0.0,0.0
2095,Nalanda,Ekangarsarai,2018-2019,BR24R-332,L061-Eakngar Jehanabad Road to Mansinghpur (TRACK25) ,0.0,0,3,2,1,0,2,2,0.0,0.0
2096,Nalanda,Ekangarsarai,2019-2020,BR24P2R-05,T06-Jagai se Telhara Main Road Tak Path  Nirmankarr,5.2,0,3,2,1,0,2,2,0.0,0.0
2097,Nalanda,Giriak,2019-2020,BR24P2R-06,T03-NH - 31 to SH 71 Via Raitar Tarokhar Markata Koiyri Bigha ,5.2,0,3,1,1,0,2,1,0.0,0.0
2099,Nalanda,Harnaut,2008-2009,BR24101,PMGSY Road Harnaut -  Jalgovind path,3.0,0,3,1,1,0,2,1,0.0,0.0
2100,Nalanda,Harnaut,2016-2017,BR24R319,L031-L030 To Abu Mohammadpur (VR31) ,0.0,0,3,1,1,0,2,1,0.0,0.0
2101,Nalanda,Harnaut,2020-2021,BR24P3R17,"MRL03-N.H.30A PORAI TO LOHRA VIA MAHUABAG, HARIHARPUR, SADIKPUR MORE",5.04,0,3,2,1,0,2,2,0.0,0.0
2103,Nalanda,Harnaut,2020-2021,BR24R-337,L027-T03 To Baruntar (VR27),0.0,0,3,1,1,0,2,1,0.0,0.0
2104,Nalanda,Hilsa,2019-2020,BR24P2R-08,T01-Hilsa Indout To Alipur,11.1,0,3,2,1,0,2,2,0.0,0.0
2105,Nalanda,Hilsa,2019-2020,BR24P2R-09,T02-Arpa Ranibag to Navdiha  via Milkipar  Bhadaul,12.3,0,3,1,1,0,2,1,0.0,0.0
2106,Nalanda,Islampur,2016-2017,BR24R292,L075-L026 to Bhabhikshan Bigha (VR75) ,1.525,0,3,1,0,0,3,1,0.0,0.0
2107,Nalanda,Islampur,2016-2017,BR24R293,L044-Khudaganj Hu to Gangti (TRACK27) ,1.85,0,3,1,1,0,2,1,0.0,0.0
2108,Nalanda,Islampur,2017-2018,BR24R328,L080-L053 to Awnama (TRACK80) ,0.85,0,3,1,0,0,3,1,0.0,0.0
2109,Nalanda,Islampur,2017-2018,BR24R329,L026-Jaitipur to Barhganwan (TRACK9) ,0.85,0,3,1,0,0,3,1,0.0,0.0
2110,Nalanda,Islampur,2019-2020,BR24P2R-10,T06-Islampur se Nishchalganj Link Road,9.0,0,3,2,1,0,2,2,0.0,0.0
2111,Nalanda,Islampur,2019-2020,BR24P2R-11,T07-Islampur Silao Path se Ranipur Bhaya Bishunupur,3.2,0,3,2,1,0,2,2,0.0,0.0
2112,Nalanda,Karai Parsurai,2018-2019,BR24R-333,T06-Karai to Salempur (TRACK6) ,0.0,0,3,2,1,0,2,2,0.0,0.0
2113,Nalanda,Karai Parsurai,2019-2020,BR24P2R-12,T01-Link Road of Diyawan Bharthu Path,13.5,0,3,3,2,0,1,3,0.0,0.0
2114,Nalanda,Karai Parsurai,2020-2021,BR24P3R19,MRL08-Diywan berthu Road to Makrauta Musadhi jalalpur,6.52,0,3,2,1,0,2,2,0.0,0.0
2116,Nalanda,Katri Sarai,2016-2017,BR24R297,L063-T02 to Sundarpur (ODR14) ,0.6,0,3,1,0,0,3,1,0.0,0.0
2117,Nalanda,Nagarnausa,2016-2017,BR24R305,L061-Ramghat Lohanda To Sakrora (VR61) ,0.535,0,3,1,0,0,3,1,0.0,0.0
2118,Nalanda,Nagarnausa,2016-2017,BR24R306,L096-Rampur To Kewai (VR96) ,1.559,0,3,1,1,0,2,1,0.0,0.0
2119,Nalanda,Nagarnausa,2016-2017,BR24R320,L026-L025 To Mal Bigha Via Kistipur (VR26) ,0.0,0,3,1,0,0,3,1,0.0,0.0
2120,Nalanda,Nagarnausa,2017-2018,BR24R330,L021-Lodipur To Jago Bigha (VR21) ,1.24,0,3,1,0,0,3,1,0.0,0.0
2121,Nalanda,Noorsarai,2013-2014,BR24R247,L058-L032 Yamunapur Kashimirichak To Pawapatti (VR58),2.11,0,3,1,2,0,1,1,0.0,0.0
2122,Nalanda,Noorsarai,2019-2020,BR24P2R-13,T01-NH 110 Dahapar to   RCD  Road Via  Sakraurha and Mahadeo ,8.0,0,3,2,1,0,2,2,0.0,0.0
2123,Nalanda,Noorsarai,2019-2020,BR24P2R-14,T02-NH 110 Rasalpur to Dharampur Manara Road,4.8,0,3,2,1,0,2,2,0.0,0.0
2124,Nalanda,Noorsarai,2020-2021,BR24P3R21,MRL10-NH31 RASALPUR  DHARAMPUR PATH TAK VIA SHERPUR MORE,0.0,0,3,2,1,0,2,2,0.0,0.0
2127,Nalanda,Parwalpur,2016-2017,BR24R294,L032-Bhasim Pur-Pilich road to Rudda (TRACK56) ,1.9,0,3,1,0,0,3,1,0.0,0.0
2128,Nalanda,Parwalpur,2016-2017,BR24R295,L034-PMGSY ALAWAN ROAD TO WEST KIRTIPUR (VR25) ,1.015,0,3,1,1,0,2,1,0.0,0.0
2129,Nalanda,Rahui,2012-2013,BR-24R-107,L056 - Kayanpur ,2.872,0,3,1,1,0,2,1,0.0,0.0
2130,Nalanda,Rahui,2016-2017,BR24R307,L053-T01 to Sikandarpur (VR22) ,2.025,0,3,2,1,0,2,2,0.0,0.0
2131,Nalanda,Rahui,2016-2017,BR24R309,L061-T01 to Gobindpur (VR28) ,1.264,0,3,1,1,0,2,1,0.0,0.0
2132,Nalanda,Rahui,2017-2018,BR24R323,L071-T01 to Ganjpar (VR35) ,3.3,0,3,1,1,0,2,1,0.0,0.0
2133,Nalanda,Rahui,2019-2020,BR24P2R-15,T04-SAIDY MORE TO BASAK SAIDI,2.9,0,3,1,1,0,2,1,0.0,0.0
2134,Nalanda,Rahui,2019-2020,BR24P2R-16,T03-STRENGTHENING AND WIDENING OF ROAD FROM SONSA TO CHUNNUCHAK ,7.95,0,3,1,1,0,2,1,0.0,0.0
2135,Nalanda,Rahui,2020-2021,BR24P3R24,"MRL04-BIHAR NIJAY ROAD NEAR ITASANG TO BOKNA VIA SIKANDARPUR NAWADA, MUSEPUR",5.79,0,3,3,1,0,2,3,0.0,0.0
2136,Nalanda,Rajgir,2007-2008,BR2492R,Link Road of Rajgir Chhabila Path - Miar  Tilaya Village,10.3,0,3,2,0,0,3,2,0.0,0.0
2137,Nalanda,Rajgir,2013-2014,BR24R173,L065-Rajgir - Giriyak Road to Lahaur - Birchait Road (VR65),2.067,0,3,1,1,0,2,1,0.0,0.0
2138,Nalanda,Rajgir,2016-2017,BR24R311,L037-Rajgir - Islampur Road to Malisanrh (VR37) ,1.741,0,3,1,1,0,2,1,0.0,0.0
2139,Nalanda,Rajgir,2019-2020,BR24P2R-17,T03-Rajgir Chhabilapur Road to Lodipur,3.25,0,3,1,1,0,2,1,0.0,0.0
2140,Nalanda,Rajgir,2019-2020,BR24P2R-18,T04-Silao Gorauv Road to Gobdiha ,3.0,0,3,2,1,0,2,2,0.0,0.0
2141,Nalanda,Sarmera,2006-2007,BR2439A,2 Nos. Link Roads of Sarmera to Bind Road,8.6,0,3,2,1,0,2,2,0.0,0.0
2142,Nalanda,Sarmera,2016-2017,BR24R279,L065-L049 to Chhoti Kenar (VR34) ,0.75,0,3,1,0,0,3,1,0.0,0.0
2143,Nalanda,Sarmera,2016-2017,BR24R280,L063-L054 to Chhoti Malawan (VR32) ,0.55,0,3,1,0,0,3,1,0.0,0.0
2144,Nalanda,Sarmera,2016-2017,BR24R281,L064-T01 to Baserhtar Road (VR33) ,0.625,0,3,1,1,0,2,1,0.0,0.0
2145,Nalanda,Sarmera,2016-2017,BR24R282,L066-T05 to Sujachak (VR35) ,0.75,0,3,1,0,0,3,1,0.0,0.0
2146,Nalanda,Sarmera,2016-2017,BR24R283,L068-To5 to Chuharchak Road (VR37) ,0.52,0,3,1,1,0,2,1,0.0,0.0
2147,Nalanda,Sarmera,2016-2017,BR24R312,L021-Mokama Road to Husena (VR7) ,4.386,0,3,2,1,0,2,2,0.0,0.0
2148,Nalanda,Sarmera,2017-2018,BR24R331,L067-T01 to Bari Misia (VR36) ,0.75,0,3,1,0,0,3,1,0.0,0.0
2149,Nalanda,Sarmera,2018-2019,BR24R-334,L040-Gopalbad- Bind Road Kenar Kona to Govindpur via Gaushnagar (VR16) ,0.0,0,3,1,1,0,2,1,0.0,0.0
2150,Nalanda,Sarmera,2018-2019,BR24R-335,L040-Gopalbad- Bind Road Kenar Kona to Govindpur via Gaushnagar (VR16) ,0.0,0,3,2,1,0,2,2,0.0,0.0
2151,Nalanda,Sarmera,2018-2019,BR24R-336,L040-Gopalbad- Bind Road Kenar Kona to Govindpur via Gaushnagar (VR16) ,0.0,0,3,2,2,0,1,2,0.0,0.0
2152,Nalanda,Sarmera,2020-2021,BR24P3R25,MRL05-NH-82 TO CHERO VIA GOBACHAK AND SINGHOL,5.86,0,3,2,1,0,2,2,0.0,0.0
2153,Nalanda,Silaw,2013-2014,BR24R178,L043-L040 to Rangila Bigha (VR43),1.094,0,3,1,1,0,2,1,0.0,0.0
2154,Nalanda,Silaw,2016-2017,BR24R313,L061-L022 to Pakari Sarai (VR61) ,0.73,0,3,1,1,0,2,1,0.0,0.0
2155,Nalanda,Silaw,2016-2017,BR24R315,L063-L041 to Niyamat Nagar (VR63) ,0.665,0,3,1,0,0,3,1,0.0,0.0
2156,Nalanda,Silaw,2019-2020,BR24P2R-19,T02-Mitma Ghostama Kariyana Road,4.0,0,3,1,1,0,2,1,0.0,0.0
2157,Nalanda,Silaw,2019-2020,BR24P2R-20,T04-Narhar Bigha to Dulariya Bigha ,1.9,0,3,1,1,0,2,1,0.0,0.0
2158,Nalanda,Silaw,2019-2020,BR24P2R-21,T03-Kariyana to Narhar Bigha Road,3.85,0,3,1,1,0,2,1,0.0,0.0
2159,Nalanda,Silaw,2019-2020,BR24P2R-22,T01-Bazitpur to Bhagwanpur Road,1.8,0,3,1,1,0,2,1,0.0,0.0
2160,Nalanda,Tharthari,2016-2017,BR24R316,L133-Pamara L056 To Santanbigha (VR133) ,1.053,0,3,1,1,0,2,1,0.0,0.0
2161,Nalanda,Tharthari,2016-2017,BR24R317,L057-Kachharia L057A To Juri (VR57) ,1.046,0,3,1,0,0,3,1,0.0,0.0
2162,Nalanda,Tharthari,2019-2020,BR24P2R-23,T02-HSEPUR TO KACHAHARIYA,2.5,0,3,2,1,0,2,2,0.0,0.0
2163,Nawada,Akbarpur,2013-2014,BR-25r-226,L056 - LAKHMOHANA RD TO KHAIRA (TRACK56),0.772,0,3,1,1,0,2,1,0.0,0.0
2164,Nawada,Akbarpur,2017-2018,BR25R651,Barew - Nanoura,0.0,0,3,1,2,0,1,1,0.0,0.0
2165,Nawada,Akbarpur,2017-2018,BR25R652,Akbarpur - Sirkata,0.0,0,3,1,1,0,2,1,0.0,0.0
2166,Nawada,Akbarpur,2017-2018,BR25R653,NAWADA - KUNJ,0.0,0,3,2,1,0,2,2,0.0,0.0
2167,Nawada,Akbarpur,2019-2020,BR25P2R-01,L501-L501 Bareo-Govindpur Road to Pipara,9.754,0,3,2,1,0,2,2,0.0,0.0
2169,Nawada,Akbarpur,2019-2020,BR25RC249,Bareb Adda to Govindpur.,0.0,0,3,1,1,0,2,1,0.0,0.0
2170,Nawada,Govindpur,2013-2014,BR25R249,L037-GOVINDPUR ROAD TO BISHUNPUR (TRACK17),1.302,0,3,1,1,0,2,1,0.0,0.0
2171,Nawada,Govindpur,2017-2018,BR25R619,L057-BALIA PATH TO GANTA (TRACK57) ,3.789,0,3,1,1,0,2,1,0.0,0.0
2172,Nawada,Govindpur,2017-2018,BR25R654,Fatehpur-Govindpur Road - Thali Kund,0.0,0,3,1,1,0,2,1,0.0,0.0
2173,Nawada,Govindpur,2017-2018,BR25R655,L055-WAREO GOVINDPUR PATH TO MAHESHPUR (TRACK55) ,0.0,0,3,2,1,0,2,2,0.0,0.0
2175,Nawada,Hisua,2013-2014,BR-25R-258,L038 - T03 TO ARIAN (TRACK15),0.843,0,3,1,1,0,2,1,0.0,0.0
2176,Nawada,Hisua,2013-2014,BR25R261,L034-T01 TO KAHARIA (TRACK11),1.382,0,3,1,0,0,3,1,0.0,0.0
2177,Nawada,Hisua,2013-2014,BR25R262,L037-T03 TO BANSIBIGHA (TRACK14),1.571,0,3,1,1,0,2,1,0.0,0.0
2178,Nawada,Hisua,2016-2017,BR25R488,L058-CHAKPAR TO MURGIACHAK (TRACK34) ,1.7,0,3,1,1,0,2,1,0.0,0.0
2179,Nawada,Hisua,2017-2018,BR25R657,Manjhway - Daulatpur,0.0,0,3,2,1,0,2,2,0.0,0.0
2180,Nawada,Hisua,2019-2020,BR25RC240,"O-T01 SONSA TO GONAR BIGHA Via Balabigha,Dona,Gonderbigha",12.665,0,3,3,1,0,2,3,0.0,0.0
2181,Nawada,Hisua,2019-2020,BR25RC240A,"O-T01 SONSA TO GONAR BIGHA Via Balabigha,Dona,Gonderbigha",0.0,0,3,1,1,0,2,1,0.0,0.0
2182,Nawada,Hisua,2019-2020,BR25RC242,"O-Nawada Nadriganj Road to NH82 Bastibigha via Ghaghauli,Parandi,Siswan, PachahaparHarijantola, Matukbigha",14.685,0,3,3,1,0,2,3,0.0,0.0
2183,Nawada,Hisua,2020-2021,BR25R-686,L043-LO52 TO BHOLABIGHA (TRACK20) ,0.0,0,3,1,1,0,2,1,0.0,0.0
2184,Nawada,Hisua,2020-2021,BR25R-687,L034-T01 TO KAHARIA (TRACK11) ,0.0,0,3,1,1,0,2,1,0.0,0.0
2185,Nawada,Kashichak,2016-2017,BR25R592,L037-REWARA TO KOSTHUA (TRACK17) ,2.486,0,3,1,1,0,2,1,0.0,0.0
2187,Nawada,Kauakol,2008-2009,BR-25R-086,JAMUI ROAD - MANAPUR,1.76,0,3,1,1,0,2,1,0.0,0.0
2188,Nawada,Kauakol,2016-2017,BR25R499,L074-PMGSY PAHARPUR TIKODIH TO MANANIYATARI (TRACK47) ,3.745,0,3,2,1,0,2,2,0.0,0.0
2189,Nawada,Kauakol,2016-2017,BR25R595,L090-PMGSY NAWADIH TO GONDAR BIGHA (TRACK63) ,1.0,0,3,1,1,0,2,1,0.0,0.0
2190,Nawada,Kauakol,2017-2018,BR25R658,JAMUI ROAD - MANAPUR,0.0,0,3,1,0,0,3,1,0.0,0.0
2191,Nawada,Kauakol,2017-2018,BR25R675,L088-PWD KACHANA KAWAKOL ROAD TO WARA (TRACK61) ,3.1,0,3,2,1,0,2,2,0.0,0.0
2192,Nawada,Kauakol,2018-2019,BR25R-677,L072-PMGSY ROAD BHAWARKOL TO BARKHA TANDI (TRACK45) ,1.027,0,3,1,0,0,3,1,0.0,0.0
2193,Nawada,Kauakol,2018-2019,BR25R-679,L093-PMGSY MAHULIATAND TO REHARI (TRACK66) ,1.597,0,3,1,1,0,2,1,0.0,0.0
2194,Nawada,Kauakol,2018-2019,BR25R-680,L089-PMGSY BUKAR ROAD TO MAHUGAI (TRACK62) ,1.059,0,3,2,1,0,2,2,0.0,0.0
2195,Nawada,Kauakol,2018-2019,BR25R-681,L078-KAWAKOL JAMUI ROAD TO MACHANDRA (TRACK51) ,3.881,0,3,1,1,0,2,1,0.0,0.0
2196,Nawada,Kauakol,2018-2019,BR25R-683,L101-MNP ROAD BHUALTAND TO NERLA (TRACK74) ,1.374,0,3,2,0,0,3,2,0.0,0.0
2197,Nawada,Kauakol,2018-2019,BR25R-684,L107-MACHENDRA ROAD TO LEELADIH,0.515,0,3,1,0,0,3,1,0.0,0.0
2198,Nawada,Kauakol,2018-2019,BR25R-685,L091-KADHAR ROAD TO KORIYABAGH (TRACK64) ,1.015,0,3,2,1,0,2,2,0.0,0.0
2199,Nawada,Kauakol,2019-2020,BR25P2R-04,L526-Kauakol  Kawali road to gopalpur,3.148,0,3,2,1,0,2,2,0.0,0.0
2200,Nawada,Kauakol,2019-2020,BR25RC251,GURIGHAT TO PANSAGWA,0.0,0,3,1,1,0,2,1,0.0,0.0
2201,Nawada,Kauakol,2019-2020,BR25RC252,PMGSY KHARSARI ROAD TO KARHARA,0.0,0,3,3,1,0,2,3,0.0,0.0
2202,Nawada,Kauakol,2019-2020,BR25RC253,PMGSY BARAUN ROAD TO RADHAWA,0.0,0,3,4,1,0,2,4,0.0,0.0
2203,Nawada,Kauakol,2019-2020,BR25RC254,PWD KACHANA KAWAKOL ROAD TO WARA,0.0,0,3,2,1,0,2,2,0.0,0.0
2204,Nawada,Kauakol,2019-2020,BR25RC255,PMGSY GANDHI DHAM TO KAPASIYA,0.0,0,3,3,1,0,2,3,0.0,0.0
2205,Nawada,Kauakol,2020-2021,BR25R-688,L078-KAWAKOL JAMUI ROAD TO MACHANDRA (TRACK51) ,0.0,0,3,2,1,0,2,2,0.0,0.0
2206,Nawada,Kauakol,2020-2021,BR25R-689,L078-KAWAKOL JAMUI ROAD TO MACHANDRA (TRACK51) ,0.0,0,3,2,1,0,2,2,0.0,0.0
2207,Nawada,Meskaur,2016-2017,BR25R577,L069-PAWAI PATH TO RADHA BIGHA (TRACK69) ,1.62,0,3,1,1,0,2,1,0.0,0.0
2208,Nawada,Meskaur,2017-2018,BR25R621,L100-MANJHWAY JHIKATIA RD TO ARANDI (TRACK4) ,0.923,0,3,1,1,0,2,1,0.0,0.0
2209,Nawada,Meskaur,2017-2018,BR25R623,L071-JHIKATIYA PATH TO WAIJDA (TRACK71) ,2.093,0,3,1,1,0,2,1,0.0,0.0
2210,Nawada,Meskaur,2017-2018,BR25R661,Meskur - Narauli,0.0,0,3,1,1,0,2,1,0.0,0.0
2211,Nawada,Meskaur,2019-2020,BR25P2R-05,MRL01-KATAGHRA TO NADGARH,10.078,0,3,2,1,0,2,2,0.0,0.0
2212,Nawada,Meskaur,2019-2020,BR25RC235,O-Manjhway to Rajauli Gaya Road.,20.55,0,3,1,1,0,2,1,0.0,0.0
2213,Nawada,Nardiganj,2016-2017,BR25R599,L067-L030 TO SULTANPUR (TRACK56) ,1.75,0,3,1,1,0,2,1,0.0,0.0
2214,Nawada,Nardiganj,2016-2017,BR25R600,L070-T04 TO PARARIA (TRACK49) ,0.9,0,3,1,1,0,2,1,0.0,0.0
2215,Nawada,Nardiganj,2016-2017,BR25R601,L061-PAKARIYA TO ANARPUR PAKARIYA (TRACK58) ,1.639,0,3,1,1,0,2,1,0.0,0.0
2217,Nawada,Nardiganj,2016-2017,BR25R603,L028-T03 TO RUSPUR (TRACK8) ,1.843,0,3,1,1,0,2,1,0.0,0.0
2218,Nawada,Nardiganj,2016-2017,BR25R604,L066-T05 TO MILKI (TRACK57) ,2.13,0,3,1,1,0,2,1,0.0,0.0
2219,Nawada,Nardiganj,2017-2018,BR25R663,SIHIN - SAIDPUR PAKARIA,0.0,0,3,1,2,0,1,1,0.0,0.0
2220,Nawada,Nardiganj,2017-2018,BR25R664,Nadirganj - Ichuakarma,0.0,0,3,2,1,0,2,2,0.0,0.0
2221,Nawada,Nardiganj,2019-2020,BR25RC243,"O-NH-31 kharat to NH-82 Nadriganj Road via  Bilaichak,Masaurha,khuja",11.8,0,3,2,1,0,2,2,0.0,0.0
2224,Nawada,Narhat,2008-2009,BR-25R-093,Jhikarua - Chatar,7.5,0,3,1,1,0,2,1,0.0,0.0
2225,Nawada,Narhat,2017-2018,BR25R627,L049-NAWADA HISUA PATH TO SOMRAN BIGHA (TRACK20) ,1.568,0,3,2,0,0,3,2,0.0,0.0
2226,Nawada,Narhat,2017-2018,BR25R628,L021-NADSENA PATH TO BAJOCHAK (TRACK37) ,0.794,0,3,1,0,0,3,1,0.0,0.0
2227,Nawada,Narhat,2017-2018,BR25R630,L025-BERAITA HAJIDHAB PATH TO BIGHA PAR (TRACK25) ,0.526,0,3,1,2,0,1,1,0.0,0.0
2228,Nawada,Narhat,2017-2018,BR25R633,L036-NARAYANPUR AAKHAR PATH DANINAGAR (TRACK36) ,1.014,0,3,1,1,0,2,1,0.0,0.0
2229,Nawada,Narhat,2017-2018,BR25R634,L060-NARAYANPUR TO SINDAURI (TRACK14) ,0.868,0,3,1,0,0,3,1,0.0,0.0
2230,Nawada,Narhat,2017-2018,BR25R635,L057-BADALPUR TO DEHRGAUN (TRACK11) ,2.5,0,3,1,1,0,2,1,0.0,0.0
2231,Nawada,Narhat,2017-2018,BR25R636,L028-HISUA KHANWA PATH TO GOPALPUR (TRACK28) ,1.541,0,3,1,0,0,3,1,0.0,0.0
2232,Nawada,Narhat,2017-2018,BR25R665,PALIKALAN - MADSENA,0.0,0,3,1,1,0,2,1,0.0,0.0
2233,Nawada,Narhat,2017-2018,BR25R666,Berauta - Hazidhaw,0.0,0,3,1,1,0,2,1,0.0,0.0
2234,Nawada,Narhat,2019-2020,BR25RC232,"O-Kalaunda to Fatehpur Harhat Road. via Kalaunda,Bulakbigha,Bara,Beldari,Hasanpur",18.9,0,3,2,1,0,2,2,0.0,0.0
2235,Nawada,Nawada,2008-2009,BR-25R-103,Oraina - Balokhar,2.496,0,3,1,1,0,2,1,0.0,0.0
